Country,Year,Attack_Type,Target_Industry,Financial_Loss ,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_time ,Risk_score,Threat_level,Attack_severity
Australia,2015,Phishing,Telecommunications,89.41,488342,Hacker Group,Unpatched Software,Firewall,23,0.772488686,High,Moderate
France,2019,Phishing,IT,55.31,526220,Nation-state,Social Engineering,AI-based Detection,2,0.545132363,Medium,Moderate
USA,2023,DDoS,Education,90.38,311596,Insider,Weak Passwords,VPN,23,0.726236205,High,Moderate
Brazil,2024,DDoS,Retail,25.17,658226,Insider,Weak Passwords,VPN,52,0.373747523,Medium,Moderate
India,2019,Phishing,Education,6.29,344693,Hacker Group,Social Engineering,Encryption,19,0.147480061,Low,Moderate
France,2016,Phishing,Education,37.57,380995,Unknown,Weak Passwords,VPN,60,0.377356536,Medium,Moderate
Brazil,2018,Malware,Banking,3.10,458185,Insider,Social Engineering,AI-based Detection,31,0.15920786,Low,Moderate
Brazil,2022,Man-in-the-Middle,Education,91.69,581034,Insider,Social Engineering,VPN,67,0.816268036,High,Moderate
Russia,2019,Ransomware,Retail,19.97,722544,Hacker Group,Social Engineering,Encryption,14,0.356646328,Medium,Moderate
Brazil,2024,Phishing,IT,28.78,793783,Insider,Social Engineering,Firewall,17,0.439701999,Medium,Critical
China,2023,SQL Injection,IT,53.21,620822,Unknown,Zero-day,Firewall,21,0.558821856,Medium,Moderate
Russia,2022,Ransomware,Healthcare,16.60,715102,Insider,Zero-day,Antivirus,2,0.330820553,Low,Moderate
Russia,2021,Man-in-the-Middle,Banking,44.32,634390,Unknown,Zero-day,Antivirus,54,0.500657518,Medium,Moderate
Japan,2021,Ransomware,Government,10.34,791473,Nation-state,Weak Passwords,Firewall,58,0.309915837,Low,Critical
China,2022,Phishing,IT,41.81,631816,Unknown,Weak Passwords,Firewall,29,0.482313279,Medium,Moderate
Germany,2016,Malware,Banking,84.54,517353,Nation-state,Social Engineering,Antivirus,41,0.747101755,High,Moderate
Japan,2015,Malware,Telecommunications,40.38,118734,Insider,Unpatched Software,AI-based Detection,21,0.318321475,Low,Low
India,2020,Man-in-the-Middle,Education,39.15,963367,Insider,Zero-day,Encryption,50,0.563193035,Medium,Critical
Australia,2021,SQL Injection,Telecommunications,22.51,71557,Insider,Social Engineering,Antivirus,47,0.179060697,Low,Low
Brazil,2017,Ransomware,Government,58.18,824704,Hacker Group,Zero-day,Antivirus,30,0.654802268,Medium,Critical
Germany,2023,Man-in-the-Middle,Banking,92.48,1326,Nation-state,Social Engineering,Antivirus,11,0.647822688,Medium,Low
UK,2015,Phishing,Banking,51.38,630931,Insider,Zero-day,AI-based Detection,48,0.549044382,Medium,Moderate
Germany,2016,Phishing,Government,93.61,395731,Insider,Unpatched Software,AI-based Detection,64,0.774098182,High,Moderate
Australia,2017,Ransomware,Government,27.38,918816,Unknown,Weak Passwords,AI-based Detection,58,0.467424615,Medium,Critical
Australia,2021,Malware,Healthcare,74.61,357205,Nation-state,Weak Passwords,Antivirus,21,0.62952286,Medium,Moderate
UK,2019,SQL Injection,IT,78.84,464960,Unknown,Unpatched Software,Encryption,24,0.691474125,High,Moderate
USA,2019,Ransomware,Telecommunications,65.70,51619,Insider,Unpatched Software,VPN,3,0.475437349,Medium,Low
Brazil,2017,Phishing,IT,81.04,850794,Unknown,Social Engineering,Antivirus,69,0.82266813,High,Critical
France,2015,Man-in-the-Middle,Banking,27.20,559841,Nation-state,Unpatched Software,VPN,22,0.358432667,Medium,Moderate
China,2018,DDoS,Healthcare,86.38,685136,Nation-state,Weak Passwords,Antivirus,62,0.810336322,High,Moderate
Brazil,2016,Malware,Education,83.93,102797,Unknown,Weak Passwords,Firewall,17,0.618419117,Medium,Low
France,2022,Ransomware,Healthcare,40.36,439046,Insider,Social Engineering,VPN,42,0.414310148,Medium,Moderate
USA,2019,SQL Injection,Telecommunications,57.40,51312,Insider,Social Engineering,AI-based Detection,26,0.417239405,Medium,Low
Brazil,2022,Ransomware,Retail,1.42,510870,Unknown,Unpatched Software,AI-based Detection,35,0.163257955,Low,Moderate
Russia,2021,SQL Injection,Government,66.50,348118,Hacker Group,Zero-day,VPN,42,0.570020087,Medium,Moderate
Australia,2016,Ransomware,Healthcare,47.18,509930,Unknown,Social Engineering,AI-based Detection,68,0.483327887,Medium,Moderate
UK,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26,0.659775381,Medium,Critical
Germany,2022,SQL Injection,Banking,52.91,619669,Unknown,Unpatched Software,Antivirus,19,0.556375619,Medium,Moderate
Australia,2023,SQL Injection,Telecommunications,20.95,341111,Insider,Weak Passwords,VPN,14,0.249035332,Low,Moderate
France,2018,Ransomware,Government,2.79,443730,Hacker Group,Weak Passwords,Antivirus,39,0.152699559,Low,Moderate
Japan,2017,DDoS,IT,27.76,824968,Insider,Weak Passwords,Encryption,15,0.441920201,Medium,Critical
Japan,2016,Man-in-the-Middle,Retail,58.77,172346,Nation-state,Social Engineering,AI-based Detection,51,0.463153822,Medium,Low
Germany,2022,DDoS,Telecommunications,51.95,919855,Hacker Group,Weak Passwords,Antivirus,56,0.63974363,Medium,Critical
Germany,2021,Man-in-the-Middle,IT,90.57,254634,Hacker Group,Social Engineering,AI-based Detection,5,0.710471498,High,Low
France,2022,Phishing,Retail,39.15,724409,Unknown,Weak Passwords,Antivirus,56,0.491479459,Medium,Moderate
UK,2018,Phishing,Healthcare,95.30,269142,Unknown,Unpatched Software,Encryption,72,0.747938798,High,Moderate
India,2024,Phishing,Retail,92.48,32067,Insider,Unpatched Software,Antivirus,19,0.657048355,Medium,Low
Germany,2020,Malware,Government,32.20,591314,Hacker Group,Weak Passwords,Encryption,65,0.402881515,Medium,Moderate
Germany,2019,SQL Injection,Healthcare,91.72,149171,Hacker Group,Zero-day,VPN,64,0.686871851,High,Low
Brazil,2016,DDoS,IT,13.52,535205,Hacker Group,Social Engineering,AI-based Detection,53,0.255269591,Low,Moderate
Germany,2022,Ransomware,Education,87.93,471889,Nation-state,Zero-day,Antivirus,4,0.757189948,High,Moderate
France,2019,Phishing,Healthcare,52.18,869751,Insider,Zero-day,Firewall,12,0.626317102,Medium,Critical
Russia,2017,DDoS,Education,50.42,690010,Nation-state,Weak Passwords,Firewall,18,0.560053881,Medium,Moderate
Brazil,2017,Ransomware,Healthcare,32.90,433987,Unknown,Zero-day,AI-based Detection,21,0.360566671,Medium,Moderate
UK,2017,Phishing,Banking,1.54,31262,Unknown,Social Engineering,Firewall,56,0.020163103,Low,Low
Australia,2022,Malware,Retail,32.26,824433,Nation-state,Unpatched Software,AI-based Detection,60,0.473262793,Medium,Critical
Germany,2023,Man-in-the-Middle,Retail,23.28,651963,Insider,Unpatched Software,AI-based Detection,53,0.358636614,Medium,Moderate
France,2017,SQL Injection,Education,81.06,349070,Unknown,Zero-day,VPN,41,0.672235985,Medium,Moderate
USA,2024,Malware,Telecommunications,71.42,967411,Hacker Group,Social Engineering,AI-based Detection,47,0.790319269,High,Critical
Japan,2021,SQL Injection,Retail,64.81,263770,Unknown,Social Engineering,Antivirus,62,0.532875265,Medium,Moderate
UK,2016,Phishing,Retail,85.89,714670,Hacker Group,Weak Passwords,VPN,32,0.815769414,High,Moderate
USA,2021,DDoS,Telecommunications,47.84,498904,Hacker Group,Zero-day,Antivirus,65,0.484639341,Medium,Moderate
USA,2024,Phishing,Education,47.95,569539,Unknown,Weak Passwords,Encryption,18,0.506607656,Medium,Moderate
China,2016,Man-in-the-Middle,Retail,82.52,217938,Nation-state,Weak Passwords,VPN,69,0.643103043,Medium,Low
China,2022,Ransomware,Retail,36.48,172607,Unknown,Zero-day,VPN,60,0.307186546,Low,Low
India,2023,Man-in-the-Middle,Retail,95.66,424762,Insider,Unpatched Software,VPN,10,0.797162097,High,Moderate
Japan,2019,Man-in-the-Middle,IT,42.34,130309,Insider,Zero-day,AI-based Detection,56,0.335516615,Medium,Low
India,2018,DDoS,Government,65.11,95378,Insider,Social Engineering,Antivirus,67,0.484439429,Medium,Low
India,2017,Phishing,IT,53.95,920801,Nation-state,Zero-day,Antivirus,52,0.654028933,Medium,Critical
Japan,2020,Man-in-the-Middle,Retail,91.36,551038,Insider,Social Engineering,Firewall,21,0.804955719,High,Moderate
China,2016,Malware,Telecommunications,85.80,962508,Unknown,Social Engineering,AI-based Detection,13,0.889517899,High,Critical
France,2020,Malware,Healthcare,92.29,267554,Hacker Group,Social Engineering,Firewall,45,0.726390117,High,Moderate
Japan,2020,Ransomware,IT,25.30,76258,Unknown,Social Engineering,VPN,43,0.200003465,Low,Low
Russia,2016,Malware,Banking,3.60,661377,Hacker Group,Weak Passwords,Antivirus,66,0.223688067,Low,Moderate
Australia,2022,SQL Injection,Retail,56.62,310341,Unknown,Weak Passwords,Encryption,32,0.489515933,Medium,Moderate
Russia,2017,Phishing,Education,66.25,702883,Insider,Unpatched Software,VPN,31,0.674738273,Medium,Moderate
USA,2017,Malware,Education,78.38,516103,Hacker Group,Unpatched Software,Firewall,62,0.703602305,High,Moderate
USA,2015,Malware,Retail,84.70,542283,Hacker Group,Social Engineering,Firewall,64,0.755703598,High,Moderate
Russia,2016,SQL Injection,Government,43.75,173441,Hacker Group,Social Engineering,Antivirus,43,0.358331927,Medium,Low
France,2017,DDoS,Retail,67.36,856228,Hacker Group,Zero-day,Encryption,47,0.728529348,High,Critical
UK,2019,Malware,IT,68.54,791265,Hacker Group,Social Engineering,Firewall,65,0.717294158,High,Critical
USA,2019,Malware,Retail,45.42,969699,Hacker Group,Social Engineering,Firewall,63,0.608987718,Medium,Critical
Russia,2023,Malware,Telecommunications,95.00,338867,Nation-state,Unpatched Software,AI-based Detection,34,0.766763726,High,Moderate
Japan,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25,0.600370389,Medium,Critical
USA,2022,Ransomware,IT,50.40,34584,Insider,Zero-day,Firewall,43,0.363214272,Medium,Low
Brazil,2021,Malware,Education,74.37,298836,Hacker Group,Social Engineering,Encryption,29,0.610325599,Medium,Moderate
Brazil,2018,Malware,Retail,27.82,526161,Unknown,Unpatched Software,AI-based Detection,12,0.352665412,Medium,Moderate
Brazil,2020,Phishing,Government,76.95,476308,Insider,Social Engineering,VPN,44,0.681648445,High,Moderate
China,2017,SQL Injection,Banking,29.39,206897,Unknown,Zero-day,Encryption,18,0.267842339,Low,Low
Japan,2022,Malware,IT,1.92,2653,Nation-state,Unpatched Software,AI-based Detection,56,0.014237535,Low,Low
UK,2024,Ransomware,Healthcare,90.37,540353,Hacker Group,Unpatched Software,Antivirus,68,0.794818356,High,Moderate
Germany,2015,Phishing,Retail,84.77,779922,Nation-state,Zero-day,Antivirus,50,0.827511378,High,Critical
Germany,2016,Ransomware,Education,24.40,908906,Hacker Group,Weak Passwords,AI-based Detection,46,0.443588443,Medium,Critical
Russia,2021,Man-in-the-Middle,Healthcare,28.34,446741,Nation-state,Weak Passwords,Firewall,20,0.332471076,Low,Moderate
India,2023,Phishing,Education,9.95,317488,Insider,Social Engineering,VPN,46,0.164938143,Low,Moderate
Brazil,2024,Phishing,IT,72.33,182613,Unknown,Unpatched Software,AI-based Detection,26,0.561164539,Medium,Low
UK,2018,Ransomware,IT,61.42,211305,Hacker Group,Zero-day,Encryption,27,0.493397645,Medium,Low
UK,2024,DDoS,Government,68.83,60379,Hacker Group,Unpatched Software,Firewall,32,0.4999785,Medium,Low
Russia,2020,Ransomware,Healthcare,11.11,785179,Unknown,Weak Passwords,VPN,2,0.313417486,Low,Critical
Russia,2022,SQL Injection,Telecommunications,1.99,652682,Insider,Social Engineering,Encryption,46,0.209807488,Low,Moderate
Brazil,2022,SQL Injection,Banking,5.85,52649,Nation-state,Unpatched Software,Encryption,57,0.056754563,Low,Low
Germany,2024,Man-in-the-Middle,Government,45.75,865871,Insider,Weak Passwords,Antivirus,58,0.580138176,Medium,Critical
Russia,2022,DDoS,Retail,93.71,474552,Nation-state,Zero-day,Encryption,20,0.798453186,High,Moderate
France,2024,SQL Injection,Healthcare,5.70,400840,Insider,Social Engineering,VPN,57,0.160199898,Low,Moderate
USA,2020,Phishing,Education,60.57,275819,Nation-state,Social Engineering,Firewall,69,0.506808316,Medium,Moderate
Brazil,2021,DDoS,Retail,89.79,454088,Hacker Group,Social Engineering,VPN,70,0.764869,High,Moderate
France,2018,Phishing,Government,30.68,338619,Hacker Group,Unpatched Software,Antivirus,68,0.31640427,Low,Moderate
Brazil,2018,Malware,Banking,31.56,940038,Hacker Group,Zero-day,Antivirus,24,0.503056466,Medium,Critical
USA,2017,DDoS,Government,98.73,17805,Nation-state,Weak Passwords,Antivirus,31,0.696522568,High,Low
Japan,2020,SQL Injection,Telecommunications,92.13,244933,Nation-state,Social Engineering,AI-based Detection,37,0.718481227,High,Low
USA,2016,Phishing,Retail,71.14,198602,Unknown,Zero-day,Firewall,18,0.557632158,Medium,Low
India,2023,DDoS,Retail,73.85,504861,Unknown,Weak Passwords,Antivirus,65,0.668515303,Medium,Moderate
UK,2016,Malware,Telecommunications,91.24,695618,Nation-state,Social Engineering,Antivirus,14,0.847505472,High,Moderate
China,2022,Man-in-the-Middle,Healthcare,5.40,270732,Unknown,Weak Passwords,Firewall,31,0.119053036,Low,Moderate
UK,2015,Phishing,Retail,77.58,270326,Nation-state,Social Engineering,Firewall,24,0.624241723,Medium,Moderate
Russia,2017,Man-in-the-Middle,Government,80.95,827534,Hacker Group,Unpatched Software,Firewall,29,0.815057519,High,Critical
Germany,2020,Man-in-the-Middle,Retail,46.07,32499,Insider,Zero-day,Firewall,14,0.332275512,Low,Low
Russia,2016,Malware,Telecommunications,52.20,279065,Hacker Group,Unpatched Software,VPN,62,0.449186612,Medium,Moderate
Germany,2017,Ransomware,Telecommunications,49.56,119598,Insider,Unpatched Software,Encryption,43,0.382847196,Medium,Low
Germany,2016,SQL Injection,Education,61.78,387500,Nation-state,Weak Passwords,AI-based Detection,30,0.548795697,Medium,Moderate
Brazil,2018,Phishing,Education,66.07,656031,Nation-state,Social Engineering,Encryption,36,0.659417415,Medium,Moderate
China,2022,Ransomware,Education,85.72,637259,Unknown,Zero-day,VPN,57,0.791347515,High,Moderate
Russia,2023,SQL Injection,Education,0.98,623106,Nation-state,Weak Passwords,Firewall,43,0.193860741,Low,Moderate
India,2015,DDoS,Education,21.74,513867,Unknown,Zero-day,Firewall,34,0.306411609,Low,Moderate
Australia,2023,Man-in-the-Middle,Healthcare,7.54,710871,Insider,Zero-day,Firewall,55,0.266124447,Low,Moderate
India,2020,Malware,Healthcare,7.08,875225,Unknown,Zero-day,Antivirus,31,0.312228329,Low,Critical
Germany,2024,Malware,Retail,71.20,989625,Unknown,Social Engineering,Firewall,53,0.795445748,High,Critical
China,2016,DDoS,Education,89.08,210433,Insider,Weak Passwords,AI-based Detection,63,0.686775313,High,Low
USA,2018,Malware,IT,26.31,709153,Hacker Group,Weak Passwords,VPN,45,0.397011999,Medium,Moderate
France,2020,Ransomware,IT,21.11,568832,Nation-state,Social Engineering,Firewall,12,0.318496688,Low,Moderate
China,2022,Phishing,Retail,51.76,355545,Unknown,Weak Passwords,Encryption,68,0.469058682,Medium,Moderate
Germany,2019,Phishing,Education,90.91,112635,Insider,Weak Passwords,Firewall,55,0.670236481,Medium,Low
Brazil,2015,SQL Injection,Banking,89.39,988268,Unknown,Zero-day,VPN,44,0.922381234,High,Critical
India,2021,Malware,Education,65.87,357399,Nation-state,Zero-day,Encryption,2,0.568394963,Medium,Moderate
Japan,2018,Man-in-the-Middle,Government,78.16,512258,Hacker Group,Weak Passwords,Encryption,32,0.70090823,High,Moderate
Australia,2024,Ransomware,Healthcare,24.21,180760,Nation-state,Weak Passwords,Encryption,34,0.223734749,Low,Low
USA,2023,Man-in-the-Middle,Retail,81.16,691638,Unknown,Zero-day,Antivirus,17,0.77574398,High,Moderate
Russia,2019,Ransomware,IT,80.18,123757,Insider,Social Engineering,Encryption,54,0.598456788,Medium,Low
Germany,2018,DDoS,Telecommunications,70.00,702285,Hacker Group,Zero-day,AI-based Detection,46,0.700811433,High,Moderate
Australia,2022,DDoS,Education,9.73,907708,Unknown,Unpatched Software,AI-based Detection,44,0.340528642,Medium,Critical
Australia,2015,DDoS,Healthcare,4.49,713160,Hacker Group,Unpatched Software,Encryption,26,0.245459263,Low,Moderate
USA,2022,Malware,Banking,46.75,239200,Nation-state,Social Engineering,Encryption,8,0.39906893,Medium,Low
China,2016,DDoS,Healthcare,63.15,500521,Nation-state,Weak Passwords,Encryption,27,0.592305336,Medium,Moderate
India,2015,Phishing,IT,25.47,741259,Hacker Group,Unpatched Software,Antivirus,18,0.400766728,Medium,Moderate
Japan,2021,SQL Injection,Education,3.97,604843,Insider,Unpatched Software,AI-based Detection,40,0.209311934,Low,Moderate
UK,2023,SQL Injection,Education,19.17,697610,Insider,Weak Passwords,Encryption,18,0.343562837,Medium,Moderate
Germany,2022,SQL Injection,IT,58.35,730850,Hacker Group,Weak Passwords,AI-based Detection,27,0.627825906,Medium,Moderate
Australia,2018,SQL Injection,IT,65.08,417807,Insider,Social Engineering,Firewall,46,0.580993427,Medium,Moderate
India,2020,Malware,Healthcare,3.74,58205,Hacker Group,Unpatched Software,Encryption,63,0.043650494,Low,Low
India,2016,SQL Injection,Healthcare,33.11,830670,Unknown,Social Engineering,Antivirus,11,0.481085171,Medium,Critical
Brazil,2024,Ransomware,Government,57.70,691990,Insider,Weak Passwords,Antivirus,41,0.611613195,Medium,Moderate
USA,2015,Ransomware,Retail,74.68,498089,Insider,Weak Passwords,Encryption,18,0.672293542,Medium,Moderate
China,2015,Ransomware,IT,86.82,748040,Insider,Weak Passwords,Firewall,18,0.83229472,High,Moderate
Brazil,2018,Ransomware,Healthcare,4.51,909979,Nation-state,Social Engineering,VPN,65,0.304666536,Low,Critical
Australia,2019,Man-in-the-Middle,Banking,27.00,286038,Nation-state,Social Engineering,Encryption,43,0.274861634,Low,Moderate
Russia,2021,SQL Injection,Retail,82.88,479586,Insider,Zero-day,AI-based Detection,8,0.724146356,High,Moderate
Australia,2020,Phishing,Banking,42.03,454763,Hacker Group,Social Engineering,Firewall,14,0.430718139,Medium,Moderate
UK,2019,Phishing,Telecommunications,33.85,60183,Nation-state,Unpatched Software,AI-based Detection,17,0.25503519,Low,Low
Russia,2018,Phishing,Education,94.60,596801,Nation-state,Weak Passwords,Antivirus,70,0.8413719,High,Moderate
China,2021,Ransomware,IT,71.90,698786,Hacker Group,Zero-day,Antivirus,21,0.71306268,High,Moderate
Japan,2021,DDoS,Telecommunications,94.23,441749,Nation-state,Unpatched Software,AI-based Detection,55,0.792249057,High,Moderate
China,2018,SQL Injection,Healthcare,76.40,966102,Hacker Group,Social Engineering,Firewall,1,0.824789912,High,Critical
India,2017,Malware,Healthcare,66.29,430200,Unknown,Zero-day,Antivirus,48,0.593183532,Medium,Moderate
UK,2023,Ransomware,Banking,49.89,638668,Nation-state,Social Engineering,Encryption,47,0.540935286,Medium,Moderate
UK,2019,DDoS,Healthcare,81.91,127817,Nation-state,Weak Passwords,Antivirus,66,0.611786444,Medium,Low
Brazil,2017,Man-in-the-Middle,Government,14.54,491794,Nation-state,Zero-day,Encryption,4,0.24938225,Low,Moderate
Germany,2024,Ransomware,IT,33.44,737958,Hacker Group,Social Engineering,Encryption,54,0.455571646,Medium,Moderate
